text,target
"Thank you for participation in Trash Tag Social Event, Contributing to the Environmental improvement of Mardakan beach area.",False
Thank you for participation in the Trash Tag Social Event and contribution to the Environmental improvement of Mardakan beach area.,False
Thank you so much for the work you put in to support the DS&T Transformation community protect and improve their cyber security. Your passion and knowledge is very valuable and such a crital part of maintaining our overall safety.,True
Thanks Leigh for your help with pulling together the sustainability content for the BPNZ Economic and Sustainability Outlook.,False
Thanks Liliana for your effort to minimize risk to BP with the implementation and improvement in the controls needed Keep focused in the rest of improvements identified Good job!,True
Thanks for One team behavior & supporting Environmental day,False
Thanks for living the safety value. Taking the decision to protect as many people as possible by bringing forward standby time for the DAB was a tough but necessary decision. You pushed this to protect not just the people directly involved in operations but a huge outward chain of potential COVID-19 infections that have subsequently been avoided. I'm sure the NHS and everyone involved will be grateful!,True
Thanks for your effort and team work developing the vision to help decarbonize the London ecosystem and progressing the various workstreams that each of you are leading.,False
Thanks on behalf of SDB for your ownership demonstrated in safely completing the hazardous operation of methanol bunkering. This task carries significant risk and you maintained your operating discipline to ensure this was carried out in a safe and efficient manner. Well Done!!,True
Thankyou to both of you for demonstrating strong safety values during my shift shadowing exercise where you pushed back on a number of occasions on signing permits where you felt the work environment was not properly prepared.,True
Today's safety moment during the 27th R1T I&E team meeting was a demonstration of a safety mindset and developing a culture so that we continue to look out for each other. Well done. Great job,True
Tremendous openness on safety call,True
Troy. Great conversations to support MD2 barrier health development and implementation. The input and use if this process is helping to keep our project in line and keeping our people safe.,True
Way to show safe practices.,True
"You are being recognised due to your significant attention to detail, adherence to standards and protection of the organisation through a pragmatic and regular attention to phishing threats. Your attention in this area has been consistently high and has ensured that we are able to effectively manage these threats. Well Done and Thank You.",True
"You showed great performance during maintenance activity of TEX-C , that include preparation and reinstatement of positive isolation/completion of activity in a safe manner. well done",True
Appreciate your efforts during the recent events and your dedication to safety.,True
Because of your risk based observation the security team will be safer doing their job. I truly appreciate you and your enthusiasm.,False
"Dear Ashutosh Thank You for picking up the ownership on the overall sustainability agenda and especially on the continued work on the carbon neutral project. in the process, you have been able to not just demonstrate great stakeholder management but have also spent time on developing your own understanding and knowledge of the overall sustainability environment. We I know that this has just started, and I look forward to a long fruitful journey unsustainability with you and want to thank you for taking this stretch on behalf of the larger organization.",False
During my time spent as Maintenance Specialist you have provided excellent onshore support. Always willing to assist with my concerns to ensure we had an achievable level loaded schedule and all Safety Critical Activities were scheduled as per there target finish dates. This support has helped me to be a great success in this role thank you.,True
Good looking out for safety,True
"Haji, I would like to thank you for the contribution of the Benzene awareness session to GWES team and help them to understand the main hazard of that and the way of getting protected from, plus providing the face mask test and face mask cartridges.",True
"Hey Shelley, just a quick thanks for sharing with me your own steps for reducing use of plastics, and for the 'green conversation' on the dual energy challenge, carbon reduction and electric cars - all very engaging!",False
I appreciate the initiative you took in make the situation a safe one,True
"I would like to recognize your efforts and contributions in delivering environmental inspection. Sincerely your, Dima.",False
"Kathleen, thank you for doing the right thing and being proactive around BP Information and how we secure and protect it. We truly appreciate it; it takes a village doing the right thing to protect the company.",True
Like to thank you for the support you gave in the control room after the Platform loss of Main Power . Your contribution to the safe and successful restart of production was invaluable.,True
"Neil, this is to recognise in my opinion how well you executed this task. This may have deemed simple when this was assigned but you stood back and looked at this with safety and excellence in mind. With the inherent material hazards you decided to carry out this task under full permit conditions, which were fully supported and recognised also by the nightshift PTL.",True
"Personal Safety As part of a team of six, Ben helped to delivered a PPE and COSHH Awareness Session for operational staff on site. Ben's session was on Hierarchy of Control. This was peer led and focused how operational staff can understand the risks in handling hazardous materials on site and what are the correct control measures to adopt. As part of the HSSE & Operational Plan for 2020, the focus is to reduce the number of hand related injuries âÃÃ¶âÃâÂ¨ which contributed to 12 out of 18 incidents in ATP Globally last year. Over 50 people attended the event in Pangbourne and the discussion highlighted some issues that need addressing in PPE provision.",True
"Significant impact on the start-up of the project , compiling data and steer sessions with the team to deliver opportunities towards environmental sustainability initiatives in each segment. Well done on this continuous work",False
Steve - I just wanted to say thanks for the excellent investigation work you lead round the B annulus overpressure event. It was a high quality piece of work that really helped us focus on the root & system causes which in turn allowed the right actions to prevent re-occurrence to be identified. Thanks for your leadership and helping make our operations safer.,False
"Thank you Ibrahim and Birgitta for presenting the work of the Environmental Technology team on circularity, carbon capture and Clean Energy Parks at the Pangbourne Energy Transition cafe sessions. Feedback from the sessions was very positive and the site staff were engaged and energised. Well done!",False
"Thank you Neha for tremendous job in all complex programs like Scaled Ops and SmartCalc. Your brilliant problem-solving skills helped us to reach our targets much more quickly. The way you handled the project showed resilience, experience, knowledge, and critical thinking. Thank you for all your efforts. Keep it up!!!",False
Thank you for covering me to carry out the Safety Management Officer (SMO) inspection on 19 July and for highlighting to colleagues the importance of adhering to the safe management measures put in place in the office.,True
Thank you for making cyber safety one of your priorities! You are our first line of defense against cyber security!,True
"Thank you for participation in Trash Tag Social Event, and contribution to the Environmental improvement of Mardakan beach area.",False
Thank you for the thought and effort that has gone into the sustainability report and new aims released today. Really well done.,False
Thanks for Supporting the Environmental day Event,False
Thanks for catching the missing block valves on the Sulfur Guard and Sulfur Trap PSV's.,False
Thanks for ensuring everyone is informed about what they need to do to protect themselves and others from COVID19.,True
Thanks for raising the sustainable emission reduction idea and proper follow up and completion of project!,False
Thanks for your awareness of the environment,False
"This is to recognise the significant contribution you both made when organising and executing the repair on the CPF Anti-Collision Barrier. With the main security barrier inoperable, the Khazzan Central Processing Facility was left vulnerable to a security breach. Many thanks for your excellent technical input, planning of the repair and it's safe execution, all of which ensured the timely removal of this security vulnerability.",True
"Working very hard on protect the people from COVID19 and ensure business continuity by setting up control measures, educate people and follow up on implementation ..",True
Your safe and quick response to P-403A seal leak ensured the safety of yourself and the team.,True
"Everyone,  Great group effort in reacting to and cleaning the glycol spill in the monarch room Friday morning.  Your attention to cleanliness is directly linked to the quality of work you guys do everyday.  Thank you!",False
"Thank you Chin Yong and Mohd Jani for being our AMS Superhero! On 12 Jun 23, Chin Yong and Mohd Jani escalated that Dhasco powder have abnormal smell. AFLL and IC then proceeded to the area to confirm. Upon checking, they found out that there are 2 bags affected and were isolated to avoid usage. If the material was used up, it would affect the quality of the product especially the smell and might lead to customer complaint or product recall. Well done for staying vigilant!",True
Julie thank you for your insight and education to our BASS Team to ensure compliance to adhere to AZ policies and procedures.  Keep up the great work.,False
100% compliance with ALCOA+ principles. Job well done.,False
Thanks for all that you do to continue working safely!,True
Always taking the extra time to make sure everyone is safe when setting the motors overhead,True
Thank you for always keeping building ready for any audit,False
Thank you for being compliant with patient and medication scanning for the month of July.,False
Fantastic work detecting and fixing air leaks! Your work has saved the site tens of thousands of dollars annually. We took second place in the air leak competition put on by sustainability team and that was thanks in part to your contributions! Great job!,False
"Well Done to all in the Oral Dose team for achieving this magnificent milestone of over 3000 days injury free. Continue to keep the great focus on each and everyone's safety on a daily basis. Thanking you all, John",True
Good job over the past few weeks working in equipment without any injuries or process upsets. ,True
Thank you for being safe on the road and keeping yourself and Pepsi safe.,True
Congratulations for being the runners up in the Traveling Trophy Challenge.  Continue to put safety first.,True
"Thank you Adrian, for being readily available to help Mike with Lunch with Managers at New Hire Orientation!",False
Thanks for grabbing Sherrie yesterday to give her more experience with setting up jobs on the Sprint!,False
"Thank you for participating in BIG Detroit's Black Career Mobility Panel! Your leadership perspective and advice were strongly received by our ERG members. We appreciate your honesty, and openness in sharing your experiences. We were able to walk away with insightful gems that will allow us to progress in navigating our career development.",False
"Lindsey came in late in the game for this project, rolled up her sleeves, stepped in and got it done within a very tight deadline. This project lived in the gray/hitting several categories - Lindsey navigated multiple players in the procurement organization, got speedy legal feedback, firmly negotiated with a tricky supplier and kept the business abreast of progress. I appreciate her get-it-done approach. So happy to have her on the RWD team!",False
"Scribe Winery BRET - What a mess! Marielena, thank you so much for putting up with alllllllll of the confusion. Adding a child control, missing last names, approvals in reference a TS client that Scribe has no relationship with, removing the child control, missing last names, and resubmitting again. Did I mention missing last names? Thank you so much for all your help with this BRET and for all your patience. And for standing your ground when you were right! Appreciate you!",False
"I am pleased to congratulate you on winning 3rd place in the first cross-divisional Secure Coding Tournament between Asset Servicing Technology and CMIST Technology. Your commitment to learning, understanding and implementing secure coding practices is critical in helping to protect BNY Mellon assets from potential cyber-attackers. We appreciate your effort and expertise in this space and look forward to seeing your knowledge continue to grow.",True
"Dear Elnur, Would like to use an opportunity and recognize good work that you run in background to support effective hose management on CA platform. You review large amount of data and follow up to ensure timely delivery and proactive replacement of hoses. Thank you for silent running and looking forward to see same dedication in future.",False
Len did a great job owning the APP and documentation for the GP deployment. He thought ahead of potential user problems and addressed it to allow for a smooth transition during deployment.,False
"Thank you, all your works, to install my backup battery for my work desk. This is a big help for me to complete my desk setup. This helps me to complete my tasks in productive way.",False
"Thank you for your contributions to August workgroup! It takes a village, and your work to develop your colleague's knowledge through workgroup facilitation is much appreciated.",False
thank you so much for assisting / turning my patient while I was performing an admission. I really appreciate how you immediately stepped in without question and were willing to help out with their needs. thank you again!,False
Really appreciate all the interaction and team support.,False
"Juan, Kudos for all your efforts during the DT1 lead up and specifically the flight test support. You single-handedly allowed us to execute two flight tests when others may have inadvertently called things off. You not only stepped into difficult situation backing up Troy but also took the time to come in and quick look the data for us - Thank you! -Seth",False
"Congratulations to Federica Suffia and Cassie Yoshida in releasing the Escalation Management Training the week of January 16th. Cassie led the Escalation Management Project which included discovery and meticulous documentation with Customer Care, Tech Support, CSM's, and TAM's. Then, Federica Suffia created multiple job aids and video training. Their cross-departmental collaboration will provide a streamlined process for customer escalations.",False
"Mo and Jacob, Thanks, as always, for preparing thoroughly for the show taping we did this week, connecting with the producers in advance to have the set-up ready to go to make the filming go efficiently and smoothly. Looking forward to the final product being distributed on 6/23! Thanks for your partnership and expertise.",False
"We had a team member that was struggling with their POS scripting and collections. You went above and beyond allowing him to observe you. So much so that within an hour the new hire had collected $2000. Without your help, that may have not been possible. Thank you for your help!",False
Thanks Don for arranging a fantastic F1 visit for numerous stakeholders - I realise it is one of many this year! Your customer focus is always above and beyond and your commitment to making sure we make the most of our sponsorship assets is brilliant. Many thanks!,False
"Bob, Great job in driving Innovation in Period 5, you were the Districts Top Performer. Keep up the Great Work.",False
"Connie, Thanks so much for providing Bruno and I with a demo of the Interview Scheduling process. Your knowledge and expertise greatly helped us to understand the process better. We appreciate you taking the time out of your busy day!!! JJ",False
"Diana, I'm so proud of you! I want to appreciate all hard work that you are doing on daily basis supporting QA Team and your team members! Besides that, big thank you for supporting our trainers. I'm happy to see how fast you are growing and learning new skills. Thank you for always willing to help!",False
"Thanks Breon for your help with some VPN tickets that have come in over the last week. You dealt with the customer to fix the issue, which meant I could look at other issues that came in.",False
Jessica is always laser focused on providing the best service to our customers and seeing that their concerns and issues are fully addressed as expeditiously as possible. Her dedication is keenly appreciated both by myself and her peers.,False
"Thank you Claire for your assistance with my training since I've started back at BMS. Claire has helped me with any issues or queries I had regarding training, raised queries to the training department on my behalf when needed and showed me where to apply for access to various applications I require for my job role. She has helped me get on top of my training, made it easier to work through and most of all help keep us aligned with site training metrics. Thanks again Claire!",False
"Thank you for your time to talk with me about the APC role. Your explanation and examples of the position truly gave me a better perspective about the job. I appreciate your willingness to meet with me even though I am in a different franchise. It is people like you, Dan, that make AbbVie a great place to work. Thanks again!",False
I just wanted to say THANK YOU for participating in the tie dye competition for Pride Month! I appreciate all of your involvement in making ASC a great place to work!,False
"Hi Mohith, Apart from the daily deliverables always ready to take up the new activities and never letting down any of them. Putting in all the efforts and time to not let the process donw. Regards, Sainath",False
"Swetha-Thank You! This project in my opinion was not easy, lots of moving parts, however you worked hard to ensure that we completed this on time. I truly appreciate your leadership, commitment, dedication and all the hard work you put in to ensure we reach this goal!",False
Becky thank you for going the extra mile to assist me in obtaining resources for the claimant I am working with that is a U.S. Veteran. The additional Veteran resources will be helpful and impactful for this claim.,False
Amazing work preparing videos for Laboratory partner training in Argentina. For sure support Biomarin for any other market that can need in country test. Thank you so much for your initiative.,False
"Can't thank enough Veronica for your timely help and support, at times when it is critical for the campaigns. Thanks for extending your help, expertise, and training in time-sensitive and critical studies that greatly help the running of the reagents.",False
Thank you all for your help in processing tissues for the mucosal team! I appreciate everyone's willingness to help and learn new processes. I'm happy to say that we had some of the best cell counts and viabilities from this study which really improved the quality of our data!,False
Thank you so much for spraying everything for the extended! I very much appreciate your accountability as an employee. your work ethic shines through!,False
Teamwork makes the Dreamwork. Everyone in the team has proved this true. Without constant support and robust feedback and update by necessary experiences and idea from your ends had made us to stand up in the organization (**Sales Ops** It's time to celebrate ourselves you all a Happy New Year!! Thank you once again!,False
I would like to recognise you for your professionalism and continued focus through an extremely difficult period. The fact that you continued to execute critical scopes through a period of mental unease was exemplary.,False
"Ajay, thank you for your assistance with 01405806 for our vSRE. We greatly appreciate your support and look forward to working with you again.",False
"Kiran created an enhanced version of our Data Quality Metrics so we can better understand the aging of current requests and track the volume of new requests. The enhancement also included a breakdown of business unit volume and attribute volume for each business unit. These new metrics will be used to improve communication with senior management, business units, and team to improve the processing time to resolve these exceptions. Great Work Kiran!!",False
"Maxine, We received some very nice comments from Jasmine Tilson of Pfizer for work you performed. ""I want to thank Maxine for working so quickly to help me gain access. She explained the issue, reached out to the appropriate department and followed up with me after. She understood that I am on a timeline for training and kept that in mind while searching for answers. She has been super friendly and easy to work with, thank you Maxine."" These comments were shared in our weekly Operations Meeting with Daniel Hughen, Chris Graham and Nilson Carril. The team wanted to let you know that we really do appreciate your efforts and dedication to the client. Your ability to satisfy the needs of the client reflects well on you, the entire Pfizer Field Services team, Pfizer and DXC. Thank you for all your hard work and support. GREAT JOB!!!",False
Great job working with the customer and the team to define what success looks like!,False
"During his time on TKO, Lee has remained the defacto SME of his team.  Lee's tenure and experience has given him the tools and techniques to navigate his team through complex challenges, difficult discussions and point the team in technically sound directions and guidance.  Lee's acumen continues to meet the needs of the customer, drive initiatives and deliver quality that exceeds mission.  Lee thank you for continuing to strengthen our foundation through your leadership examples.",False
"Essra, where do I even begin? You have made such an incredible impact on the team in the past year, setting us up for success by implementing an agile sprint framework, supporting us as we adjusted to new ways of working, investigating and problem solving when roadblocks appear, advocating for the team as a whole, and asking thought-provoking (and at times difficult!) questions that help guide us in the right direction. Thank you for everything and looking forward to another year of your leadership and insight!",False
Thanks for continually stepping up to support in vitro screening efforts for multiple projects and groups - your flexibility and willingness to take on new challenges have helped us accelerate our discovery efforts and deliver for Genetic Medicines!,False
"NTB WFC's want to take this opportunity and thank you for doing what you do! Expressing our deep gratitude for the dedicated work you do day after day is so important to acknowledge. So here we go! In addition to your daily responsibilities, helping us with AML priorities from account opening and AML KYC along with escalations has been a relief knowing your expertise and dedication, gets the job done proficiently. We can always count on you and without hesitation, records are handled promptly. We appreciate you!",False
"Arann - I want to thank you for the intensive and strategic focus on determining the best solution to our urgent out of stock problem this week. We've had the OOS experience on our roadmap for some time, and just a week ago decided that we need to pivot and move much more quickly. You dove right in and spent many hours investigating, brainstorming, discussing, and presenting potential solutions and building the language and the visuals to help us all understand the current challenges and limitations. You were thoughtful in your approach to the solution options, removing bias around what we had thought we should do and enabling the full group to think differently. And you did all of this during a holiday week with a lot of folks out. Every time we work closely together I am blown away by your expertise and the way that your mind works. You balance urgency with quality, and whenever you're involved I have all the confidence that we are going to come out with a solution that fits the need. Thank you for your efforts this past week and every day - we are so lucky to have you as a key leader!",False
Thank you for working closely with TNT to get the vendor PMs scheduled and completed.,False
"Dawn, I just wanted to take a few minutes to recognize the amazing job you have done with our Default/Seamless process. You have truly stepped up to the plate and knocked it out of the park. The amount of knowledge that you have obtained and put into practice is amazing. Thank you for all that you do!!! Rahsaan.",False
"Autumn, Phillip and Patrick your support with the writeup and technical review for investigations PR2818822, PR2877159 and PR2923206 were key for our team, as it allowed the Albumin investigators to focus on other investigations that were required in the same timeframe. The timeliness and the great quality of the reports were key for closing the investigations without further delays. This is a great example of collaboration between teams. The Albumin team appreciates the support, thank so much for the effort and time provided.",False
Brianna goes above and beyond for others. She is hard working and great person to have around.,False
